scale,err,#patients,#tissues,patient_id,tissue_name
5.711604,5.943932,174,24,GTEX-111YS,Adrenal_Gland
11.659679,17.813740,245,15,GTEX-ZXES,Colon_Transverse
40.791067,39.643349,398,6,GTEX-13NYC,Thyroid
31.638246,28.180793,387,10,GTEX-OXRO,Artery_Tibial
7.823963,5.270594,87,21,GTEX-13OW7,Brain_Amygdala
30.675639,24.365575,360,14,GTEX-P4QT,Nerve_Tibial
8.522264,11.300629,334,11,GTEX-13NZ9,Skin_Not_Sun_Exposed_Suprapubic
15.450926,13.673306,116,24,GTEX-1211K,Cells_EBV-transformed_lymphocytes
33.099178,31.075153,357,16,GTEX-ZAJG,Esophagus_Mucosa
13.475227,7.117687,219,17,GTEX-14PN3,Pancreas
6.617864,4.642546,107,17,GTEX-13OVH,Brain_Hypothalamus
49.345252,16.623055,398,13,GTEX-OHPK,Thyroid
19.902899,34.374684,398,26,GTEX-14BIN,Thyroid
17.084162,11.225868,384,23,GTEX-13QBU,Adipose_Subcutaneous
19.673676,20.585755,312,32,GTEX-13OW6,Adipose_Visceral_Omentum
3.630373,5.762921,124,25,GTEX-14E7W,Brain_Cerebellar_Hemisphere
10.777494,1.805125,110,21,GTEX-N7MS,Brain_Putamen_basal_ganglia
26.683166,12.510788,312,17,GTEX-ZTX8,Adipose_Visceral_Omentum
21.520935,15.839535,413,15,GTEX-ZYW4,Skin_Sun_Exposed_Lower_leg
20.909842,14.875167,382,13,GTEX-RU1J,Lung
9.822284,11.304539,334,22,GTEX-12WSL,Skin_Not_Sun_Exposed_Suprapubic
17.520492,7.880258,334,12,GTEX-14B4R,Skin_Not_Sun_Exposed_Suprapubic
6.433843,9.237389,152,23,GTEX-ZVT3,Liver
10.691226,8.691105,312,16,GTEX-12WSA,Adipose_Visceral_Omentum
12.841256,4.319341,250,9,GTEX-XOT4,Breast_Mammary_Tissue
15.228275,4.767945,121,13,GTEX-1C475,Small_Intestine_Terminal_Ileum
19.376233,8.218911,156,20,GTEX-11DXY,Pituitary
22.791171,16.631933,334,23,GTEX-11P81,Esophagus_Muscularis
