scale,err,#patients,#tissues,patient_id,tissue_name
24.669028,23.679361,212,30,GTEX-13OW8,Esophagus_Gastroesophageal_Junction
6.543637,6.362958,245,13,GTEX-OXRL,Colon_Transverse
6.975768,6.180141,117,13,GTEX-1477Z,Brain_Frontal_Cortex_BA9
11.879664,8.236697,151,23,GTEX-11ZTS,Artery_Coronary
19.912846,14.324073,299,19,GTEX-Q2AH,Cells_Transformed_fibroblasts
5.948617,8.134064,107,12,GTEX-14LZ3,Brain_Hypothalamus
16.167169,17.345377,398,18,GTEX-YJ89,Thyroid
7.870770,10.862222,100,15,GTEX-T5JW,Uterus
17.125608,18.634857,334,20,GTEX-16Z82,Skin_Not_Sun_Exposed_Suprapubic
34.324693,30.857397,398,21,GTEX-14PN4,Thyroid
21.115729,29.637550,490,26,GTEX-13PVQ,Muscle_Skeletal
14.634510,10.435660,387,23,GTEX-ZF2S,Artery_Tibial
3.350708,1.994436,105,18,GTEX-14PJ6,Vagina
8.360777,5.258949,398,19,GTEX-132QS,Thyroid
23.091774,20.525048,384,26,GTEX-13RTJ,Adipose_Subcutaneous
10.227266,6.282279,312,15,GTEX-ZAB5,Adipose_Visceral_Omentum
15.898274,24.981386,263,26,GTEX-13RTJ,Heart_Atrial_Appendage
24.102084,25.624539,334,11,GTEX-17F9Y,Skin_Not_Sun_Exposed_Suprapubic
4.483237,2.926268,152,13,GTEX-14C38,Liver
36.243900,14.110999,334,20,GTEX-VJYA,Esophagus_Muscularis
16.305921,15.103328,357,19,GTEX-14AS3,Esophagus_Mucosa
12.362202,8.487597,334,13,GTEX-X8HC,Skin_Not_Sun_Exposed_Suprapubic
5.041160,2.657216,107,28,GTEX-1313W,Brain_Hypothalamus
20.291307,29.412749,384,12,GTEX-R55D,Adipose_Subcutaneous
10.927118,2.418156,110,26,GTEX-NPJ8,Brain_Putamen_basal_ganglia
8.816326,6.276825,202,19,GTEX-147GR,Colon_Sigmoid
8.781560,6.944934,398,29,GTEX-WY7C,Thyroid
15.803389,11.819386,357,13,GTEX-ZGAY,Esophagus_Mucosa
36.901397,23.426527,398,20,GTEX-VJYA,Thyroid
